business_name,tipo,slug,email,phone,instagram,contactar_por_telefono,tiene_web,web_estado,preview_link,estado,asunto,cuerpo,mensaje_whatsapp
La Pernilita,Restaurante,la-pernilita-getafe,,+34 910 72 40 45,,True,True,propia,https://demos-pruebas.netlify.app/la-pernilita-getafe.html,pendiente,Una propuesta para renovar la web de La Pernilita,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto la web de **La Pernilita** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar con un diseño más actual y mejor pensado para conseguir clientes:

 https://demos-pruebas.netlify.app/la-pernilita-getafe.html

Podéis compararla con la que tenéis ahora sin ningún compromiso. Si os convence, desarrollo la web completa con **vuestras fotos, información, servicios y datos reales**, y me encargo de todo el proceso —incluido trasladar el contenido de la web actual— para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","¡Hola! Soy Mario. Vi la web de La Pernilita y se me ocurrió preparar una versión renovada, con un diseño más actual pensado para atraer más clientes en Getafe:

https://demos-pruebas.netlify.app/la-pernilita-getafe

Es una propuesta sin compromiso, solo para que veáis cómo podría quedar. Si os gusta, me encargo de completarla con vuestros datos reales.

¡Un saludo!"
Errazki,Restaurante,errazki-getafe,,+34 916 83 09 16,,True,True,propia,https://demos-pruebas.netlify.app/errazki-getafe.html,pendiente,Una propuesta para renovar la web de Errazki,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto la web de **Errazki** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar con un diseño más actual y mejor pensado para conseguir clientes:

 https://demos-pruebas.netlify.app/errazki-getafe.html

Podéis compararla con la que tenéis ahora sin ningún compromiso. Si os convence, desarrollo la web completa con **vuestras fotos, información, servicios y datos reales**, y me encargo de todo el proceso —incluido trasladar el contenido de la web actual— para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","Hola, soy Mario, diseño y renuevo páginas web para negocios de Getafe. Al ver la web de Errazki pensé que podría beneficiarse de un diseño más moderno, así que preparé esta propuesta gratuita:

https://demos-pruebas.netlify.app/errazki-getafe

Podéis compararla con la actual sin ningún compromiso; si os convence, la termino con vuestra información real.

Gracias por vuestro tiempo."
Lolita Café Brunch,Restaurante,lolita-cafe-brunch-getafe,,+34 919 47 94 16,,True,True,propia,https://demos-pruebas.netlify.app/lolita-cafe-brunch-getafe.html,pendiente,Una propuesta para renovar la web de Lolita Café Brunch,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto la web de **Lolita Café Brunch** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar con un diseño más actual y mejor pensado para conseguir clientes:

 https://demos-pruebas.netlify.app/lolita-cafe-brunch-getafe.html

Podéis compararla con la que tenéis ahora sin ningún compromiso. Si os convence, desarrollo la web completa con **vuestras fotos, información, servicios y datos reales**, y me encargo de todo el proceso —incluido trasladar el contenido de la web actual— para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","¡Hola! Soy Mario. Vi la web de Lolita Café Brunch y se me ocurrió preparar una versión renovada, con un diseño más actual pensado para atraer más clientes en Getafe:

https://demos-pruebas.netlify.app/lolita-cafe-brunch-getafe

Es una propuesta sin compromiso, solo para que veáis cómo podría quedar. Si os gusta, me encargo de completarla con vuestros datos reales.

¡Un saludo!"
Restaurante Molcajete & Tejolote GETAFE,Restaurante,restaurante-molcajete-tejolote-getafe-getafe,,+34 672 62 17 10,,True,True,propia,https://demos-pruebas.netlify.app/restaurante-molcajete-tejolote-getafe-getafe.html,pendiente,Una propuesta para renovar la web de Restaurante Molcajete & Tejolote GETAFE,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto la web de **Restaurante Molcajete & Tejolote GETAFE** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar con un diseño más actual y mejor pensado para conseguir clientes:

 https://demos-pruebas.netlify.app/restaurante-molcajete-tejolote-getafe-getafe.html

Podéis compararla con la que tenéis ahora sin ningún compromiso. Si os convence, desarrollo la web completa con **vuestras fotos, información, servicios y datos reales**, y me encargo de todo el proceso —incluido trasladar el contenido de la web actual— para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","¡Hola! Soy Mario. Vi la web de Restaurante Molcajete & Tejolote GETAFE y se me ocurrió preparar una versión renovada, con un diseño más actual pensado para atraer más clientes en Getafe:

https://demos-pruebas.netlify.app/restaurante-molcajete-tejolote-getafe-getafe

Es una propuesta sin compromiso, solo para que veáis cómo podría quedar. Si os gusta, me encargo de completarla con vuestros datos reales.

¡Un saludo!"
Dragon Kitchen Getafe,Restaurante,dragon-kitchen-getafe-getafe,,+34 917 65 02 62,,True,True,propia,https://demos-pruebas.netlify.app/dragon-kitchen-getafe-getafe.html,pendiente,Una propuesta para renovar la web de Dragon Kitchen Getafe,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto la web de **Dragon Kitchen Getafe** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar con un diseño más actual y mejor pensado para conseguir clientes:

 https://demos-pruebas.netlify.app/dragon-kitchen-getafe-getafe.html

Podéis compararla con la que tenéis ahora sin ningún compromiso. Si os convence, desarrollo la web completa con **vuestras fotos, información, servicios y datos reales**, y me encargo de todo el proceso —incluido trasladar el contenido de la web actual— para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","Hola buenas, soy Mario. He visto la web de Dragon Kitchen Getafe y me animé a prepararos una propuesta gratuita de cómo podría quedar renovada, con un diseño más moderno y pensado para conseguir más clientes:

https://demos-pruebas.netlify.app/dragon-kitchen-getafe-getafe

La he hecho pensando específicamente en vuestro negocio, para que podáis compararla con la actual sin ningún compromiso.

Si os gusta la idea, me encargo de desarrollar la web completa con vuestros datos, imágenes y servicios, para que vosotros no tengáis que preocuparos de nada.

Muchas gracias."
Restaurante La Labranza,Restaurante,restaurante-la-labranza-getafe,,+34 605 19 61 67,,True,False,ninguna,https://demos-pruebas.netlify.app/restaurante-la-labranza-getafe.html,pendiente,Una propuesta de web para Restaurante La Labranza,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto **Restaurante La Labranza** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar vuestra web:

 https://demos-pruebas.netlify.app/restaurante-la-labranza-getafe.html

La demo está pensada específicamente para vuestro negocio, con contenido de ejemplo para que podáis haceros una idea de cómo se vería. Si os gusta el resultado, puedo desarrollar la web completa con **vuestras fotos, información, servicios y datos reales**, encargándome de todo el proceso para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","Hola buenas, soy Mario. He visto Restaurante La Labranza y me he fijado en que no tenéis una web propia.

Estoy creando páginas web para negocios de Getafe y me animé a prepararos una demo gratuita y personalizada de cómo podría quedar la vuestra:

https://demos-pruebas.netlify.app/restaurante-la-labranza-getafe

La he hecho pensando específicamente en vuestro negocio, para que podáis verla sin ningún compromiso.

Si os gusta la idea, me encargo de desarrollar la web completa con vuestros datos, imágenes y servicios, para que vosotros no tengáis que preocuparos de nada.

Muchas gracias."
Restaurante Peruano Kéchévere,Restaurante,restaurante-peruano-kechevere-getafe,,+34 919 48 97 15,,True,False,ninguna,https://demos-pruebas.netlify.app/restaurante-peruano-kechevere-getafe.html,pendiente,Una propuesta de web para Restaurante Peruano Kéchévere,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto **Restaurante Peruano Kéchévere** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar vuestra web:

 https://demos-pruebas.netlify.app/restaurante-peruano-kechevere-getafe.html

La demo está pensada específicamente para vuestro negocio, con contenido de ejemplo para que podáis haceros una idea de cómo se vería. Si os gusta el resultado, puedo desarrollar la web completa con **vuestras fotos, información, servicios y datos reales**, encargándome de todo el proceso para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","Hola buenas, soy Mario. He visto Restaurante Peruano Kéchévere y me he fijado en que no tenéis una web propia.

Estoy creando páginas web para negocios de Getafe y me animé a prepararos una demo gratuita y personalizada de cómo podría quedar la vuestra:

https://demos-pruebas.netlify.app/restaurante-peruano-kechevere-getafe

La he hecho pensando específicamente en vuestro negocio, para que podáis verla sin ningún compromiso.

Si os gusta la idea, me encargo de desarrollar la web completa con vuestros datos, imágenes y servicios, para que vosotros no tengáis que preocuparos de nada.

Muchas gracias."
Casa de limón restaurante,Restaurante,casa-de-limon-restaurante-getafe,,+34 722 25 85 48,,True,True,propia,https://demos-pruebas.netlify.app/casa-de-limon-restaurante-getafe.html,pendiente,Una propuesta para renovar la web de Casa de limón restaurante,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto la web de **Casa de limón restaurante** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar con un diseño más actual y mejor pensado para conseguir clientes:

 https://demos-pruebas.netlify.app/casa-de-limon-restaurante-getafe.html

Podéis compararla con la que tenéis ahora sin ningún compromiso. Si os convence, desarrollo la web completa con **vuestras fotos, información, servicios y datos reales**, y me encargo de todo el proceso —incluido trasladar el contenido de la web actual— para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","Hola, soy Mario, diseño y renuevo páginas web para negocios de Getafe. Al ver la web de Casa de limón restaurante pensé que podría beneficiarse de un diseño más moderno, así que preparé esta propuesta gratuita:

https://demos-pruebas.netlify.app/casa-de-limon-restaurante-getafe

Podéis compararla con la actual sin ningún compromiso; si os convence, la termino con vuestra información real.

Gracias por vuestro tiempo."
Restaurante Cervecería Cuchara y Tenedor,Restaurante,restaurante-cerveceria-cuchara-y-tenedor-getafe,,+34 912 28 57 39,,True,True,propia,https://demos-pruebas.netlify.app/restaurante-cerveceria-cuchara-y-tenedor-getafe.html,pendiente,Una propuesta para renovar la web de Restaurante Cervecería Cuchara y Tenedor,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto la web de **Restaurante Cervecería Cuchara y Tenedor** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar con un diseño más actual y mejor pensado para conseguir clientes:

 https://demos-pruebas.netlify.app/restaurante-cerveceria-cuchara-y-tenedor-getafe.html

Podéis compararla con la que tenéis ahora sin ningún compromiso. Si os convence, desarrollo la web completa con **vuestras fotos, información, servicios y datos reales**, y me encargo de todo el proceso —incluido trasladar el contenido de la web actual— para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","Hola, soy Mario, diseño y renuevo páginas web para negocios de Getafe. Al ver la web de Restaurante Cervecería Cuchara y Tenedor pensé que podría beneficiarse de un diseño más moderno, así que preparé esta propuesta gratuita:

https://demos-pruebas.netlify.app/restaurante-cerveceria-cuchara-y-tenedor-getafe

Podéis compararla con la actual sin ningún compromiso; si os convence, la termino con vuestra información real.

Gracias por vuestro tiempo."
La Cosecha de Baco,Restaurante,la-cosecha-de-baco-getafe,,+34 624 73 04 53,,True,False,ninguna,https://demos-pruebas.netlify.app/la-cosecha-de-baco-getafe.html,pendiente,Una propuesta de web para La Cosecha de Baco,"Hola,

Soy Mario, diseño y desarrollo páginas web para negocios locales en Getafe.

He visto **La Cosecha de Baco** y me he tomado la libertad de preparar una propuesta visual de cómo podría quedar vuestra web:

 https://demos-pruebas.netlify.app/la-cosecha-de-baco-getafe.html

La demo está pensada específicamente para vuestro negocio, con contenido de ejemplo para que podáis haceros una idea de cómo se vería. Si os gusta el resultado, puedo desarrollar la web completa con **vuestras fotos, información, servicios y datos reales**, encargándome de todo el proceso para que vosotros no tengáis que preocuparos de nada.

**Podéis echarle un vistazo sin ningún compromiso.**

Si os gusta la propuesta, hablamos y os paso el presupuesto.

Un saludo,

Mario Marín
644434860
makemyweb.es
","¡Hola! Soy Mario, diseño páginas web para negocios de Getafe. Vi La Cosecha de Baco y noté que todavía no tenéis página propia, así que os preparé una demo de muestra sin compromiso:

https://demos-pruebas.netlify.app/la-cosecha-de-baco-getafe

Está pensada específicamente para vuestro negocio. Si os convence, me encargo de terminarla con vuestras fotos, textos y servicios reales.

¡Un saludo!"
